제목,카테고리,hex1,hex2,hex3,hex4,hex5,hex1rate,hex2rate,hex3rate,hex4rate,hex5rate,file_path
심령탐정 소피,판타지,#fefefc,#352448,#dcbaad,#ad7a6e,#5f4763,0.5134420421511627,0.14159792877906976,0.13419513081395348,0.1137000363372093,0.09706486191860465,심령탐정 소피.jpg
써커트릭,판타지,#2a2728,#833230,#58595a,#c0a776,#f0e8e2,0.3462327398255814,0.25511809593023255,0.17248546511627907,0.11802598110465116,0.10813771802325581,써커트릭.jpg
썸타는 구미호,판타지,#fcfcfa,#b96274,#83425c,#d18f99,#4d0a0e,0.5769785610465116,0.2165779433139535,0.10309593023255814,0.06853470203488372,0.03481286337209302,썸타는 구미호.jpg
아스테리스크 은하수를 걷는 용,판타지,#f2f7f3,#687eae,#284786,#84b4e5,#35a3d6,0.2687372819767442,0.25910247093023253,0.21097111191860465,0.16627725290697676,0.09491188226744186,아스테리스크 은하수를 걷는 용.jpg
아오라,판타지,#edf3e5,#ddc196,#ca6b56,#2843aa,#682524,0.3599391351744186,0.2751126453488372,0.15688226744186046,0.1075608648255814,0.10050508720930233,아오라.jpg
아파트용사,판타지,#060303,#2f1f20,#f7e8e0,#66544c,#bca196,0.27890715843023256,0.24586300872093023,0.1907576308139535,0.18942768895348838,0.09504451308139535,아파트용사.jpg
악몽게임,판타지,#314761,#848795,#c3c6cb,#58687e,#fdfdfc,0.2486219113372093,0.2466860465116279,0.24086210029069768,0.1710674055232558,0.09276253633720931,악몽게임.jpg
"안녕, 지구야",판타지,#f9f9f9,#4b2779,#140c35,#ebc9ac,#97a6c3,0.3453106831395349,0.34410247093023255,0.1999091569767442,0.05907885174418605,0.05159883720930233,"안녕, 지구야.jpg"
안녕까지 30분 [스크롤],판타지,#fcfbf7,#ece7db,#7d7461,#cbb6a0,#252119,0.35153524709302325,0.30718114098837207,0.15008175872093024,0.10925145348837209,0.08195039970930233,안녕까지 30분 [스크롤].jpg
애늙은이,판타지,#271d22,#4c393b,#845c53,#bd9587,#f3d9d1,0.2700953851744186,0.26962481831395346,0.18148710029069767,0.14205850290697675,0.13673419331395348,애늙은이.jpg
애니메이트,판타지,#eef0f8,#3e4a59,#66c8b2,#eec3a6,#9f759d,0.5189980014534884,0.1803969840116279,0.1159593023255814,0.10007994186046512,0.08456577034883721,애니메이트.jpg
애완소녀들의 동향분석과 대응방안,판타지,#fbf5ef,#d2ccb5,#c38064,#412926,#4c9780,0.4192986918604651,0.227687136627907,0.14817223837209303,0.14038244912790698,0.0644594840116279,애완소녀들의 동향분석과 대응방안.jpg
앰버,판타지,#e8e9e4,#080604,#a9aaa5,#68655c,#dc971f,0.6676989462209302,0.12969113372093025,0.09434320494186046,0.06927053052325581,0.03899618459302326,앰버.jpg
약로전기 연단술의 제왕,판타지,#48231a,#dae4ea,#1891df,#5a716e,#c9501c,0.2858157703488372,0.26905069040697677,0.21529160610465117,0.11880359738372093,0.11103833575581395,약로전기 연단술의 제왕.jpg
약혼남 길들이기,판타지,#d3b7a8,#f1efe9,#a4897b,#69574b,#171615,0.28396620639534886,0.2722647165697674,0.24430595930232557,0.13603561046511628,0.06342750726744185,약혼남 길들이기.jpg
어둠에 비친 붉은 달,판타지,#372b32,#1e151a,#544452,#f6eef0,#cba8bd,0.35360101744186045,0.32818677325581397,0.15881449854651164,0.1055405159883721,0.05385719476744186,어둠에 비친 붉은 달.jpg
어렴풋이,판타지,#21181c,#4a3f3d,#ece8e4,#937d62,#c4bdb4,0.4600981104651163,0.18128270348837208,0.17098382994186045,0.09846475290697675,0.08917060319767442,어렴풋이.jpg
어비스 스핀오프,판타지,#fcf7f1,#f9dbd0,#e5b6aa,#5c3a3e,#ad756a,0.5597211119186046,0.21661973110465116,0.13542423691860464,0.052435501453488374,0.03579941860465116,어비스 스핀오프.jpg
어쩌다 마법사가 되어버렸다,판타지,#faeae6,#d2d5f7,#69596e,#a487ab,#4b353e,0.2941424418604651,0.20919331395348836,0.19761627906976745,0.18575853924418603,0.11328942587209302,어쩌다 마법사가 되어버렸다.jpg
어쩌다보니 마왕이 되었습니다 시즌1-2,판타지,#393b40,#f4efe7,#548e90,#a6b9bc,#ee5761,0.37028524709302324,0.2773482921511628,0.13915515988372093,0.12795058139534884,0.08526071947674418,어쩌다보니 마왕이 되었습니다 시즌1-2.jpg
얼음램프 - 기라 연대기,판타지,#83b6d5,#cbe8f4,#7d6c7b,#c1a1ba,#363648,0.28401980377906977,0.27612281976744185,0.1873455668604651,0.13614734738372092,0.11636446220930233,얼음램프 - 기라 연대기.jpg
에이디,판타지,#040c13,#293633,#a3897b,#79593d,#c5c7c2,0.4995657703488372,0.26471202761627904,0.14226289970930234,0.07331758720930233,0.02014171511627907,에이디.jpg
엘드라이브 [웹툰],판타지,#f3f9fa,#c6d2c5,#3f3d39,#747e8b,#71bac3,0.4186618822674419,0.18032249273255813,0.15028706395348837,0.13941587936046512,0.11131268168604651,엘드라이브 [웹툰].jpg
엘프의 노래,판타지,#1d0604,#cdb190,#f3e8c6,#9a7664,#603c36,0.3478579215116279,0.19910337936046513,0.19853379360465118,0.14975199854651164,0.10475290697674419,엘프의 노래.jpg
엘피스 전기 더 라스트,판타지,#1e3849,#58c8d6,#246e8c,#cae1e4,#6b6f75,0.30365552325581396,0.24372002180232558,0.19342569040697674,0.14114189680232558,0.11805686773255814,엘피스 전기 더 라스트.jpg
여왕의 나라,판타지,#f6a69c,#702e31,#391c3f,#f7e9e4,#9a575d,0.28901798691860464,0.2512590843023256,0.16029342296511628,0.1514562136627907,0.14797329215116278,여왕의 나라.jpg
역천독비,판타지,#493a38,#f3e9e4,#d3ac98,#ad5d43,#465193,0.2862109375,0.2800481468023256,0.15890715843023256,0.14678506540697675,0.1280486918604651,역천독비.jpg
열혈 썸남,판타지,#eff2f6,#e8cfc8,#abd6ee,#db999c,#ab5b63,0.46089389534883723,0.20397256540697675,0.1631795058139535,0.11406340843023256,0.057890625,열혈 썸남.jpg
열혈전사의 부활 - 헌터학원,판타지,#cfdca8,#523128,#f5e9e0,#c6a2a3,#a7705a,0.6757158430232558,0.09302234738372094,0.08575763081395349,0.07457757994186047,0.07092659883720931,열혈전사의 부활 - 헌터학원.jpg
영검존,판타지,#ede3e8,#563331,#a66846,#9288cd,#dab1a6,0.2959093386627907,0.22583757267441862,0.22333212209302325,0.12907794331395347,0.12584302325581395,영검존.jpg
오! 나의 하녀님,판타지,#f6f1df,#a48f7e,#dac7aa,#644740,#2f6271,0.27771620639534883,0.23158339389534885,0.2299264171511628,0.13620821220930232,0.12456577034883722,오! 나의 하녀님.jpg
오늘도 환생 차원의 구원자,판타지,#1c121d,#6d252d,#e8d6ca,#a86459,#124464,0.25160428779069766,0.24635174418604652,0.2040061773255814,0.19631813226744185,0.10171965843023256,오늘도 환생 차원의 구원자.jpg
왕녀님은 파혼하고 싶어,판타지,#f5f0ee,#d3b9b9,#928c99,#5a453d,#cfa052,0.41821765988372095,0.2732621729651163,0.12902071220930234,0.09913789970930233,0.08036155523255814,왕녀님은 파혼하고 싶어.jpg
왕이 돌아왔도다,판타지,#2a3f47,#f4f8f4,#c1e2e5,#5c6e9f,#8fc6b1,0.25720839389534883,0.22532885174418604,0.21229923691860464,0.16177870639534883,0.14338481104651163,왕이 돌아왔도다.jpg
요괴 지명수배(Monster Wanted),판타지,#221c33,#48344d,#734c61,#e6d3d7,#ab90a0,0.35599927325581393,0.26260083575581394,0.19610101744186045,0.09338117732558139,0.09191769622093023,요괴 지명수배(Monster Wanted).jpg
요괴가 산다,판타지,#291e1b,#8d6f68,#b79990,#e9d9d6,#554643,0.25365824854651164,0.19978015988372094,0.1930986555232558,0.1902452761627907,0.16321765988372092,요괴가 산다.jpg
요람을 흔드는 섬,판타지,#31262f,#fcecdc,#42684b,#0e0e0c,#709dac,0.3725517805232558,0.2000281613372093,0.17049327761627908,0.13355559593023256,0.12337118459302325,요람을 흔드는 섬.jpg
용사가 있었는데요,판타지,#faede8,#6e3a3b,#ba7567,#e0ba98,#1f0e0d,0.31960483284883723,0.20622910610465117,0.18534974563953488,0.1849545784883721,0.10386173691860465,용사가 있었는데요.jpg
용상천하,판타지,#f1dbdc,#4c233a,#c199a5,#b03b4f,#59688f,0.2870439680232558,0.21059774709302326,0.2023528343023256,0.18226744186046512,0.11773800872093024,용상천하.jpg
용조대도,판타지,#e1bba1,#080403,#a4795a,#4d342f,#f1eae1,0.33358829941860463,0.19250908430232558,0.1717078488372093,0.15984011627906977,0.1423546511627907,용조대도.jpg
우울한 마녀의 아들,판타지,#6a6862,#3f3a37,#878e8f,#abb5bd,#e5e7e5,0.2733984375,0.2614307776162791,0.17618459302325581,0.17165697674418604,0.11732921511627907,우울한 마녀의 아들.jpg
워블,판타지,#afcbe9,#8e96b3,#d9e1ef,#393f54,#0b0c11,0.37614007994186044,0.18849109738372094,0.17613462936046512,0.13865188953488372,0.12058230377906977,워블.jpg
원래 악녀가 체질,판타지,#683b38,#faeddb,#dfbca4,#291817,#b47a65,0.2659756540697674,0.23944404069767442,0.1705232558139535,0.1670939316860465,0.15696311773255814,원래 악녀가 체질.jpg
원존 용의 비상,판타지,#525768,#e6eadf,#83b0b7,#ce9972,#23d9da,0.4181985828488372,0.27106922238372094,0.15074854651162792,0.10688680959302325,0.0530968386627907,원존 용의 비상.jpg
웡즈 영광을 위한 날개,판타지,#91a3b9,#c6daed,#513f3c,#d3bfaa,#8f5e52,0.31168786337209303,0.2827843386627907,0.20517441860465116,0.10426598837209303,0.09608739098837209,웡즈 영광을 위한 날개.jpg
위저드 셰프,판타지,#482d3a,#655db5,#e5eae9,#be422f,#d7ad7d,0.3524981831395349,0.20437409156976744,0.18269440406976745,0.13273164970930232,0.1277016715116279,위저드 셰프.jpg
은하의 예스터데이 보이,판타지,#f8f3f2,#a6a2a9,#757686,#ddccce,#464e61,0.3398192223837209,0.2058203125,0.1976171875,0.1944295058139535,0.06231377180232558,은하의 예스터데이 보이.jpg
이건 노루,판타지,#030203,#cabfce,#fdfcfd,#2e2639,#796e80,0.5351008357558139,0.25738553779069767,0.09454669331395349,0.0741687863372093,0.03879814680232558,이건 노루.jpg
이세계에서 만렙 찍기,판타지,#d8e9ed,#777e95,#3e455e,#cdbfb2,#9dc8db,0.27766624273255813,0.22533975290697675,0.1801062863372093,0.17093840843023256,0.14594930959302327,이세계에서 만렙 찍기.jpg
인생역전,판타지,#7d4345,#442228,#dcb29d,#c27765,#f7e5d4,0.23662427325581395,0.2256858648255814,0.2054496729651163,0.1986173691860465,0.13362281976744186,인생역전.jpg
임술년 화요일,판타지,#f5ecf6,#9eac2c,#c2adca,#224d81,#f75f5b,0.3759220566860465,0.23752271075581396,0.2101153706395349,0.11830577761627907,0.058134084302325584,임술년 화요일.jpg
자살차단사,판타지,#343434,#5e5f61,#97969a,#f8f8f6,#cecdc8,0.5406031976744186,0.14625999273255813,0.1275454215116279,0.09855922965116279,0.08703215843023256,자살차단사.jpg
재앙급 사도와 12인의 신부 후보,판타지,#efe8eb,#3f304b,#c5b5bf,#c53555,#5c7e9c,0.35402707122093025,0.19548873546511628,0.17895893895348838,0.13696947674418605,0.13455577761627907,재앙급 사도와 12인의 신부 후보.jpg
